clause_id,clause,reply,remark,answer,times_used
26500,Provision shall meet AHJ requirements(24x7 )requirements for remote monitoring that includes but not limited to,Comply.,,Comply,1
26501,Floor wise Fire & Fault,Comply as per Civil Defense requirement,,Comply,2
26501,Floor wise Fire & Fault,Comply.,,Comply,1
26502,Generator / Pump status,Comply as per Civil Defense requirement,,Comply,2
26502,Generator / Pump status,Comply.,,Comply,1
26503,BacNet output.,Comply as per Civil Defense requirement,,Comply,2
26503,BacNet output.,Comply.,,Comply,1
26504,DISABLED TOILET ALARM Provide Disabled toilet Alarm System to comply with BS8300:2009. All disabled toilets shall be filled with an emergency toilet alarm. The system shall be reliable and easy to use.,Not applicable as per IFC drawings.,,Not applicable,2
26504,DISABLED TOILET ALARM Provide Disabled toilet Alarm System to comply with BS8300:2009. All disabled toilets shall be filled with an emergency toilet alarm. The system shall be reliable and easy to use.,Not applicable as per IFC drawings.,Disable toilet alarm is a standalone system which will not come under fire alarm system. By other contractor.,Not applicable,1
26505,Shall have monitored battery backup.,Not applicable as per IFC drawings.,,Not applicable,3
26506,"FIRE OPERATOR PANEL Provide Fire operators panel to manually control Lifts, AHU’s Pressurization fans. The Switch shall have ON/OFF/AUTO and a minimum of 10 such switches with 30 LED's shall be provided in the Fire alarm panel.","Comply, combined in the same FACP.",,Comply,2
26506,"FIRE OPERATOR PANEL Provide Fire operators panel to manually control Lifts, AHU’s Pressurization fans. The Switch shall have ON/OFF/AUTO and a minimum of 10 such switches with 30 LED's shall be provided in the Fire alarm panel.",Comply.,"Combined in the same FACP along with the switches. For switches, please refer section 9: Product data sheets, page no 29-32 of 127.",Comply,1
26507,"MIMIC PANEL Provide Mimic panel if shown in the schematic. The Mimic panel shall be with LED and indicate the status of Fire in the Floor of incidence. The Mimic panel shall be approved by the Consultant engineer before installation. Hotels, Malls & Furnished apartments and Multiple Building complexes shall be provided with Mimic Panel.","Not applicable, as per schematic drawing.",,Not applicable,3
26508,"GRAPHIC COMMAND CENTER A colour graphic command center shall be installed in control room. When a fire alarm status changes, colour graphics shall display an indication of the type of alarm or other activity and its location. The operator then uses the mouse control to access a more detailed view of the alarmed zone or device. With proper access code, the operator shall be able to acknowledge alarm conditions, silence audible alarms and extinguish visible notification appliances, and perform system reset directly from the colour graphic screens.",Comply,,Comply,3
26509,"The graphic command center shall use IBM compatible PC the PC shall have a Intel I7 processor4GB RAM, 500GB HDD and a 23"" LCD monitor with graphics hardware acceleration. The PCand Peripherals shall be from manufacturer such as Dell, Compaq etc. Locally assembled equipment will not be accepted.",Comply,,Comply,2
26509,"The graphic command center shall use IBM compatible PC the PC shall have a Intel I7 processor4GB RAM, 500GB HDD and a 23"" LCD monitor with graphics hardware acceleration. The PCand Peripherals shall be from manufacturer such as Dell, Compaq etc. Locally assembled equipment will not be accepted.",Comply,"Please refer section 9: Product data sheets, page no 6a, 6b, 6i, 6j, 6l of 127.",Comply,1
26510,Ceiling and floor spaces shall mean all concealed spaces between floors (or concrete slab roofs and floor) measured between the underside of the floor (or concrete slab roof) to the top of the lined ceiling or between the top of the floor to the underside of the raised floor.,Comply,,Comply,3
26511,Concealed ceiling and floor spaces not exceeding 400min in depth need not be provided with void detectors.,Comply,,Comply,3
26512,Concealed ceiling and floor spaces exceeding 400mm but not exceeding 800mm in depth and not containing combustible materials need not be provided with void detector provided a third party certificate is produced for non-existence of combustible materials. This certificate shall be with audit report and shall be accepted by AHJ.,Comply,,Comply,3
26513,Concealed ceiling and floor spaces exceeding 400mm but not exceeding 800mm in depth and containing combustible material shall be provided with void detectors installed on the extended basis except that the detector may not be omitted where the space is subdivided by fire and draught stops at intervals not exceeding 15m in each direction.,Comply,,Comply,3
26514,Concealed ceiling and floor spaces exceeding 800mm in depth not containing combustible materials shall be provided with void detector on the extended basis.,Comply,,Comply,3
26515,Concealed ceiling and floor spaces exceeding 800mm in depth containing combustible material shall be fully detected with void detector in accordance with the requirement for the particular hazard.,Comply,,Comply,3
26516,Above is minimum requirement and any update of Local Authority regulation shall also be complied.,Comply,,Comply,3
26517,PART 3 EXECUTION EQUIPMENT INSTALLATION Comply with NFPA 72/ BSEN and Local Civil Defense codes and practices for installation of fire alarm equipment.,Comply.,Installation shall be done by M/s. Pivot under the support and guidance of M/s. Al Arabia.,Comply,1
26517,PART 3 EXECUTION EQUIPMENT INSTALLATION Comply with NFPA 72/ BSEN and Local Civil Defense codes and practices for installation of fire alarm equipment.,Comply.,The proposed system's installation shall be supervised and guided by M/s. Al Arabia.,Comply,1
26517,PART 3 EXECUTION EQUIPMENT INSTALLATION Comply with NFPA 72/ BSEN and Local Civil Defense codes and practices for installation of fire alarm equipment.,Comply.,,Comply,1
26518,"Comply with NFPA72, ""Smoke-Sensing Fire Detectors"" Section in the ""Initiating Devices"" Chapter, for smoke-detector spacing.",Comply,,Comply,3
26519,"Comply with NFPA72, ""Heat-Sensing Fire Detectors"" Section in the ""Initiating Devices"" Chapter, for heat-detector spacing.",Comply,,Comply,3
26520,Smooth ceiling spacing shall not exceed [(9m)],Comply,,Comply,3
26521,"Spacing of detectors for irregular areas, for irregular ceiling construction, and for high ceiling areas shall be determined according to Appendix A] in NFPA72.",Comply,,Comply,3
26522,HVAC: Locate detectors not closer than 1m from air-supply diffuser or return-air opening.,Comply,,Comply,3
26523,Visible Alarm-Indicating Devices: Install adjacent to each alarm bell or alarm horn and at least 150 mm below the ceiling or as shown in the drawings.,Comply,,Comply,3
26524,"Fire-Alarm Control Unit: Surface mounted, with tops of cabinets not more than 1830 mm above the finished floor.",Comply,,Comply,3
26524,"Fire-Alarm Control Unit: Surface mounted, with tops of cabinets not more than 1830 mm above the finished floor.",Comply,Installation by M/s. United Masters under the supervision of M/s. Al Arabia,Comply,2
26525,Annunciator: Install with top of panel not more than 1830 mm above the finished floor as shown in the drawings.,Comply,,Comply,3
26526,"CONNECTIONS For fire-protection systems related to doors in fire-rated walls and partitions and to doors in smoke partitions, comply with requirements in Division08 Section ""Door Hardware."" Connect hardware and devices to fire-alarm system.",Comply with the connection of third party interfaces to fire alarm system.,,Comply,3
26527,Make addressable connections with a supervised interface device to the following devices and systems. Install the interface device less than (1m) from the device controlled. Make an addressable confirmation connection when such feedback is available at the device or system being controlled. Provide Backbones for addressable modules by Fire alarm system supplier.,Comply,,Comply,3
26528,"IDENTIFICATION Identify system components, wiring, cabling, and terminals. Comply with requirements for identification specified in Division 26 Section ""Identification for Electrical Systems.""",Comply.,,Comply,3
26529,GROUNDING Ground fire-alarm control unit and associated circuits; comply with IEEE 1100. Install a ground wire from main service ground to fire-alarm control unit.,Comply.,,Comply,2
26529,GROUNDING Ground fire-alarm control unit and associated circuits; comply with IEEE 1100. Install a ground wire from main service ground to fire-alarm control unit.,Comply.,Installation under MEP Contractors scope under our guidance & support,Comply,1
26530,FIELD QUALITY CONTROL Field tests shall be witnessed by Consultants & Client representative prior to authorities having jurisdiction for inspection and approvals.,Comply,,Comply,3
26531,"Inspection shall be based on completed Record Drawings and system documentation that is required by NFPA 72 or BSEN standards or AHJ its ""Completion Documents, Preparation"" Table in the ""Documentation"" Section of the ""Fundamentals of Fire Alarm Systems"" Chapter.",Comply,,Comply,3
26532,"Comply with ""Visual Inspection Frequencies"" Table in the ""Inspection"" Section of the ""Inspection, Testing and Maintenance"" Chapter in NFPA 72;",Comply,,Comply,3
26533,WARRANTY The Fire Alarm System and all it's associated components supplied by the vendor shall be provided with a warranty for a period of one year from the date of takeover certificate or until the end of defects liability period. The warranty shall be for repair replacement of any defective parts due to manufacturer defects or draw backs and shall include material and labor.,Comply,,Comply,3
26534,"DEMONSTRATION Train Owner's maintenance personnel to adjust, operate, and maintain fire alarm system. END OF SECTION 283111",Comply,,Comply,3
26535,Must have Built in Isolator.,Comply.,"Please refer section 9: Product data sheets, page no 70 of 127.",Comply,1
26535,Must have Built in Isolator.,Comply as noted.,"The proposed sounder base is not having the built-in isolator. However, isolators module shall be provided in the loop as mentioned in the IFC notes section. Please refer section 4: Manufacturer Authorization letter, pg no 2.",Noted,1
26536,BACNET INTEGRATION Provide Banat integration with Building Management System. Up to 250 points of Data shall be provided to BMS systems as required by the Client or Consultants. The specialist Contractor can propose their recommendation of the 2500points to be provided for integration.,Comply.,,Comply,1
26536,BACNET INTEGRATION Provide Banat integration with Building Management System. Up to 250 points of Data shall be provided to BMS systems as required by the Client or Consultants. The specialist Contractor can propose their recommendation of the 2500points to be provided for integration.,Comply.,"Please refer section 9: Product data sheets, page no 127a, 127b, 127c & 127d of 127.",Comply,1
26537,SUMMARY A. Section Includes: 1. Fire-alarm control unit. 2. Manual fire-alarm boxes. 3. System smoke detectors. 4. Non-system smoke detectors. 5. Heat detectors. 6. Notification appliances. 7. Fire fighters' two-way telephone communication service. 8. Magnetic door holders. 9. Remote annunciator. 10. Addressable interface device. 11. Digital alarm communicator transmitter. 12. Radio alarm transmitter. 13. System printer.,Noted.,,Noted,1
26538,"SYSTEM DESCRIPTION Noncoded, UL-Listed, LPCB, Local Civil Defense Code approved , addressable system, with multiplexed signal transmission, dedicated to fire-alarm service only.",,"Please refer section 9: Product data sheets, page no 9 of 127.",Comply,1
26539,"For BS, EN Systems integrated or separate voice evacuation systems approved by Civil Defense and meeting specification can be proposed subject to consultants' approval.",Comply.,"The proposed system has an integrated voice evacuation system. Please refer section 9: Product data sheets, page no 9 of 127.",Comply,1
26540,Base Mounting: Detector and associated electronic components shall be mounted in a twist-lock module that connects to a fixed base. Provide terminals in the fixed base for connection to building wiring. Base shall not have any electronics,Comply.,"Please refer section 9: Product data sheets, page no 60-63 of 127.",Comply,1
26541,Integral Visual-Indicating Light: 360 Omni view LED type indicating detector has operated and power-on status. Void detectors with remote LED to be provided for voids of 825mm,Comply.,"Please refer section 9: Product data sheets, page no 60-63 of 127.",Comply,1
26542,Chemically etched stainless steel insect screen to reduce ingress of insects and air borne contaminants.,Comply.,"Please refer section 9: Product data sheets, page no 60-63 of 127.",Comply,1
26543,Fixed-temperature sensing shall be independent of rate-of-rise sensing and shall be settable at fire-alarm control unit to operate at (57 or 62degC).,Comply.,"Please refer section 9: Product data sheets, page no 60-63 of 127.",Comply,1
26544,Detectors shall be soft addressed. Electronics shall be on the detector head. Xpert card addressing is acceptable.,Comply.,"Please refer section 9: Product data sheets, page no 60-63 of 127.",Comply,1
26545,The unit shall be both ceiling and wall mountable. The detector shall have the ability to be tested using calibrated test filters or magnet activated remote test station.,Not applicable as per the IFC drawings.,,Not applicable,1
26546,30 cd or 2 Sec High Output,Comply.,"Please refer section 9: Product data sheets, page no 104-122 of 127.",Comply,1
26547,Appliances shall comply with UL1480 and shall be listed and labeled by an NRTL.,Comply.,"Please refer section 9: Product data sheets, page no 104-122 of 127.",Comply,1
26548,High-Range Units: Rated 2 to 15W.,Comply.,"Please refer section 9: Product data sheets, page no 104-122 of 127.",Comply,1
26549,Low-Range Units: Rated 0.5 to 2W.,Comply.,"Please refer section 9: Product data sheets, page no 104-122 of 127.",Comply,1
26550,Mounting: Semi recessed or surface mounted.,Comply.,"Please refer section 9: Product data sheets, page no 104-122 of 127.",Comply,1
26551,"Audible Pulse and Tone Generator, and High-Intensity Lamp: When a remote telephone inactivated, it causes audible signal to sound and high-intensity lamp to flash.",Comply.,,Comply,1
26552,Selector panel controls shall provide for simultaneous operation of up to forty telephones in selected zones. Indicate ground faults and open or shorted telephone lines on the panel front by individual LEDs.,Comply,"Please refer section 9: Product data sheets, page no 124-127 of 127. For control module, please refer section 9: Product data sheets, page no 101 of 127.",Comply,1
26553,Display: LED indications to be provided for each circuit.,Comply,,Comply,1
26554,"Remote Telephone Jack Stations: Single-gang, stainless-steel-plate mounted plug, engraved ""Fire Emergency Phone.""Telephone Jack stations shall be provided.",Comply,,Comply,1
26555,Provide 4 Handsets and its holders in the operators control room.,Comply,,Comply,1
26556,"Functions shall match those of fire-alarm control unit, including acknowledging, silencing, resetting, and testing.",Comply.,"Please refer section 9: Product data sheets, page no 50-53 of 127.",Comply,1
26557,Two alarm modes to be provided with flashing or steady LED,Not applicable as per IFC drawings.,,Not applicable,1
26558,Should have powerful LED’s and sounders,Not applicable as per IFC drawings.,,Not applicable,1
26559,"Annotations, texts, legends, equipment references are missing/ incorrect in many areas. (Refer to the below comments for a few examples). Typical for all services.","Noted, Drawings revised",,Noted,1
26560,The MEP drawings/calculations / Schedule to be updated as per the revised retails layout. The type of retails to be mentioned on the layout and the MEP provisions shall be considered as per the type of retails,"Noted, Drawings revised",,Noted,1
26561,Authority approvals to be revalidated as per the revised drawings incorporating the architectural drawings,Noted,,Noted,1
26562,Air flow rate and location of supply grilles for the staircase pressurization not matching between floor plans and riser diagram. Also rectify the fan speed mentioned in the schedule.,"Noted, Drawings revised",,Noted,1
26563,"The smoke ventilation fan reference, air flow rate, louver size, damper references to be corrected/ provided. Example fan reference/air flow rate missing on the roof floor, Dampers/sound attenuator are missing on the generator room ventilation fans","Noted, Drawings revised",,Noted,1
26564,The overflow pipes from the wastewater/sewerage tank shall not be connected to the surface drain pits. This comment is typical for all the buildings as agreed during the design stage,"Noted , overflow pipe canceled",,Noted,1
26565,Delete the ACV considered for the wet riser network. Coordinate the garbage chute sprinkler system with chute,"Noted, Drawings revised",,Noted,1
26566,Consider water circulation pumps for the basement water storage tanks since the combined tank is considered for fire and domestic water.,"Noted, circulation pump provided",,Noted,1
26567,"The firefighting riser diagram is not matching with the layout. For Example, Future provisions for parking, generator room provisions, Roof ZCV, Supervised Isolation Valves are not shown in the riser diagrams for future provisions.","Noted, Drawings revised",,Noted,1
26568,The sprinkler pipe connection in the 4th basement is to be rectified. The ZCV shall be taken after ACV.,"Noted, Drawings revised",,Noted,1
26569,Firefighting pipe sizes are missing in some areas—for Example storeroom in B1. Identify the type of valves on the layout. Review the coverage of FHRC on the roof layout,"Noted, Drawings revised",,Noted,1
26570,Provide sprinkler for water meter room. Rectify the sprinkler layout on the 16th floor roof,"Noted, Drawings revised",,Noted,1
26571,The Gas Meter / Regulator is missing in apartments. Legends are not matching in the LPG layouts. Delete the riser considered for retail areas in floor plans.,"Noted, Drawings revised",,Noted,1
26572,The water supply floor layout and riser diagrams are not matching. Example Motorized valves for the basement storage tank is not considered in the layout. The water transfer pipe routing is not clear in the layout. The roof water tank connections are incomplete.,"Noted, Drawings revised",,Noted,1
26573,"The water supply pipes passing through water tanks, store , shafts, etc. The same shall be rectified. Roof water tank and booster pump capacity is incorrect.","Noted, Drawings revised (water piping crossing through the stores cannot be avoided)",,Noted,1
26574,Number of retails to be updated in the riser diagram as per revised floor layouts. The retail water supply provisions are incorrect,"Noted, Drawings revised",,Noted,1
26575,Thermal summary sheet / HVAC equipment schedule is not updated as per revised drawings,"Noted, Drawings revised",,Noted,1
26576,"Revisit the location of FCU (B4-03, B3-03, B2-04, B1-05) considering the access for maintenance. The air flow for the FCUs to be updated as per updated arch layouts. Example FCU B4-03,B3-03,B2-05, B1-BMS room","Noted, sufficient space for maintenance is available for the mentioned FCUs. FCUs air flow corrected and drawing revised",,Noted,1
26577,"The airflow rates / chilled water flow rates in the equipment schedule and layout are not matching. The FCU reference, duct sizes and air flow rates are missing/ incorrect in some areas. Example Basement, ground and roof floor. Provide BTU meter for Retail-04","Noted, Drawings revised",,Noted,1
26578,"Fresh air / extract air flow rates are not matching in many areas between floor layout, riser diagrams and equipment schedule. Review the airflow rates of the Fans and FAHUs. Example Basment3, Basement1, Ground Floor retails, transformer rooms","Noted, Drawings revised",,Noted,1
26579,The FAHU fan speed (Constant / Variable) to be mentioned on the schedule. Review the requirement of demand control ventilation for the retails as per DM requirement,"Noted, Drawings revised",,Noted,1
26580,P121-REM-MEP-EL-O&M-02-TRN-2228,,DATE: 2022-10-13 00:00:00,,1
26581,O&M MANUAL FOR FIRE ALARM & VOICE EVACUATION,,Rev 1,,1
26582,In section 02 detailed contractual and legal information to be provided,,By M/s.REMCO By M/s.REMCO,,1
26583,In section 06 approve equipment schedule with quantities to be provided,Comply refer the schedule of material with quantity,,Comply,1
26584,Final approved fire alarm and voice evacuation matrix shall be provided while submission of final closeout,Comply refer the cause & effect matrix in sec#14,,Comply,1
26585,Special Warranty : Manufacturer's standard form in which manufacturer agrees to repair or replace fire alarm panel and devices that fail in materials or workmanship within specified warranty period. Warranty period : one (1) year from date of final acceptance by the client.,Comply,,Comply,3
26586,"Annunciator and Display: Liquid-crystal type, 3 line(s) of 80 characters, minimum.",Comply as noted,"Programming will be done by PC , Proposed Fire Alarm Control Panel has the display of 8 lines by 21 characters.",Noted,3
26587,Annunciator: Install with top of Unit not more than 72 inches (1800 mm) above the finished floor.,Comply,,Comply,3
26588,1. 1200 mm. Floor Spring manually operated door here and other basements,"Noted and Done, 1200 mm SD9 - Manual Door Provided - please refer to Revised Basement Floor plans",Closed,Noted,3
26589,1. Retail Types and Distribution is not matching the client's given types,,"Open Still Pending Retail types and distribution are matching latest employer's given types, however we will wait for MEP design to confirm it.",,3
26590,1. 100 mm. walls may not be suitable for large height of the ground floor,Noted- 200 mm walls provided - please refer to Ground Floor Plans D1 & D2,Closed,Noted,3
26591,1. It is noted here that all kitchen's wall units have been reduced from the concept design,Noted and done.,Closed,Noted,3
26592,"2. Balcony door to be 3 panels, one of them to be sliding for all similar balconies",,Open Still Pending,,3
26593,3. Kitchen should open to the living,Noted and done.,Closed,Noted,3
26594,4. Glazing to be similar to D3 for this corridor,Noted and done.,Closed,Noted,3
26595,5. Centralize the door with the corridor to allow architrave both sides,,Closed,,3
26596,6. Increase the Kitchen Length by 100mm. To allow door architraves both sides to be same as in D3 builidng,,Closed,,3
26597,7. Flip the Glass partition,,Closed,,3
26598,8. Flip Laundry door,,Closed,,3
26599,9. Where is the gas burners in the Kitchen of Studios?,,"Closed It should be two counter top gas burners, not a cooker",,3
26600,1. Add ladder to top roof here,Noted and done.,Closed,Noted,3
26601,1. Treatment of Roof parapet & BMU to be similar to F1/F2 building with wall hung BMU,,"Closed Still Pending The external roof projection is considered as accessable roof which requires a 1.2m high handrail for maintenance team safety. Beside the above there is a possibility for pigeons nesting there whether there is a parapet or not, so, we recommend to push the high parapet wall to the projection edge, similar to F1/F2",,3
26602,"2. External Curtain Wall to be similar to F1/F2 building, not floor to slab glazing as shown in wall sections",,Open Still Pending,,3
26603,"3. The inner lite of the glazing for bathrooms should be obscured, not clear. Consider this comment for all buildings",Noted and done. - Will be added in Details for All Buildings during Glazing Shop Drawings Production by Specialist,Closed,Noted,3
26604,It is noted that the Kitchen false ceiling height become 2400 mm. deviating from the design guidelines without justification and without notice. The design guidelines for clear heights to be followed are: * Lift lobby - 2800 mm. * Main Corridor - 2600 mm. * Kitchen - 2700 mm. * Bathrooms - 2400 mm. * Living/Dining/Bedroom - 3300 mm.,,Open,,3
26605,"1. Typical for all plans, wall hung handrail shall extend 300 mm. to the landings as per DCD code",Noted- Railing Fixed- please refer to Drawings,Closed,Noted,3
26606,1. Verify that the Hoistway width can accommodate the required door width for those two lifts,,Open Still Pending,,3
26607,1. Refer to attached commented pdf file,Noted and done.,Closed,Noted,3
26608,1. Add door closer,Noted and done.,Closed,Noted,3
26609,1. Deviation in design of the cabinets under wash basin requires further study with the ID Designer to get Client's approval,Noted - Will be discussed with Employer and considered in ID Package,Open Still Pending,Noted,3
26610,1. No projection of the counter to inside,Noted and Done - Projection of Counter updated,Closed,Noted,3
26611,"1. Notes are very generic,provide the relevant notes considering the nature of project as D & B and as per the project design criteria / latest local and international standards.",Noted,Closed Closed,Noted,2
26612,1. In general all Final locations of light fittings shall be coordinated with RCP and other MEP services. Final locations of switches/finishes of light fittings and switches also to be coordinated with ID/Architect.,"Noted. Co ordinated revit model with details of switch, light, containmets etc are submitted for review.",Closed Closed,Noted,2
26613,1. Pump room light distribution to be adjusted based on architectural layout,,Closed Closed,,2
26614,3. Lift light and switch control for common lift shaft shall be reviewed and shall be considered inline with lift supplier requirements and amended in the shop drawings.,,Closed Closed,,2
26615,4.Provide the missing light and switch for the telephone cabinet. All floors typical,,"Open Open Comments incorporated, Refer Dwg.No.-JOC-NEB-D1-EL- LT-102 & 103",Comply,1
26615,4.Provide the missing light and switch for the telephone cabinet. All floors typical,,"Open Open Comments incorporated, Refer Dwg.No.-JOC-NEB-D2-EL- LT-102 & 103",Comply,1
26616,1. Garbage room no.of proposed lights seems insufficient. Recheck with calculation.,,Closed Closed,,2
26617,1. Override switch for garbage room to be indicated in Electrical room.,,Closed Closed,,2
26618,2. Generator room lights shll be wall mounted for better maintenance.,,Closed Closed,,2
26619,3.. Switching strategy for substation shall be as per DEWA approved layout,Note provided. Please refer to drawing No LT-104 for details.,Closed Closed,Noted,2
26620,4. Not enough lighting is provided in ETS room. Increase the lights to reach the required level and calculation must be at floor level.,,Closed Closed,,2
26621,5.LV room required light level is not achieved. Increase the no.of fixtures.,,Closed Closed,,2
26622,"1.Comply with design criteria for the control of Ground Floor & Entrance Lighting: which should be controlled from Central Touch screen panel based on timer control .Daylight harvesting should also be implemented in areas near to the peripheral of the building towards glassed exteriors. Unnecessary lights should be switched OFF during non-activity hours to conserve energy, where ever indicated by the consultant /Client.",Note provided. Please refer to drawing No LT-105 for details.,Closed Closed,Noted,2
26623,2. Entrance canopy area lights are to be shown if any,,Closed Closed,,2
26624,"3.Control for façade lighting, landscpe, external are are to be detailed in the layout.",,Closed Closed,,2
26625,4.Switch is missing in PMRS room & shall be w/p.,,Closed Closed,,2
26626,1.Lift light control shall be reverified as switches are provided in different floors.,,Closed Closed,,2
26627,"2.Garbage room shall be with OS not MS, to be corrected.",,Closed Closed,,2
26628,"3.Verify the illumination in front of FHC, there is no light in front of FHC.",,Closed Closed,,2
26629,1.Seperate switch control may be provided for dressing room lights,,Closed Closed,,2
26630,2. Some kitchen are provided with 60x60 light fixtures while many provided with down lights. Unify the proposed fixtures in cordination with Architect and ID.,,Closed Closed CLOSED,,2
26631,3. in many places light fixtures are not aligned centrally and few locations staggered and not even coordinated with furnitures. Recheck,,Closed Closed CLOSED,,2
26632,4. Verify the requirements of kitchen counter lights,,Closed Closed CLOSED,,2
26633,1. Number of Lightning protection earth pits shall be confirmed based on risk calculation and to be verified during shop drawings submission.,Noted and Confirmed,Closed Closed,Noted,2
26634,2.Test points shall be relocated into an accessible location and away from ID areas.,,Closed Closed,,2
26635,1. Isolator shall be located next to the mechanical euipment as well as emergency push button to be provided in accessible location.,,Closed Closed,,2
26636,"2. Sufficient power socket outlet shall be provided in ELV room, Tel room etc. It appears current provisions seems inadequate.",,Closed Closed,,2
26637,3. Spur outlets to be mentioned with intented use for better clarity & spur outlet for external purpose shall be weather proof.,,Closed Closed,,2
26638,"1. Substation design shall be as per Dewa requirements. There are no sufficient details provided in the submitted drawings for reveiw such as cable tray / trech, height, access etc. It is advised the designer discuss with Dewa Engineer on the proposed substation size, access, location, ventilation, architectural and structural details and obtain an initial acceptance on the proposal. This would help in avoiding major comments from Dewa during the actual submission time.",,Open Closed CLOSED,,2
26639,"2. Tie in Point for Electrical HV cable shall be coordinated with infrastructre. Accordingly, entry sleeves locations, size of cable tray Man hole location, Underground cable duct route shall be coordinated with infrastructure,landscape and MEP under ground services.",,Open Closed CLOSED,,2
26640,3. Include the DEWA Substation earthing details .,,Closed Closed,,2
26641,4. Proposed mobile generator location is subject to DEWA acceptance.,Noted,Closed Closed,Noted,2
26642,"5. Sufficient power socket outlet shall be provided as well as other power provision for Mechanical and ELV equipment shall also be provided in BMS room, Tel room etc. It appears current provisions seems in adequate.",,Closed Closed,,2
26643,6.Indicate missing containment / cable entry/ tie ins for the proposed mobile generator location and current LV room.,,Closed Closed,,2
26644,1. Sufficient power socket outlet shall be provided as well as other power provision for Mechanical and ELV equipment shall also be provided in FCC room and Security room etc. It appears current provisions seems in adequate. Indicate fully coordinated arrangement and provide power accordingly.,,Closed Closed,,2
26645,2.ACB trip Panel to be shown in the security / FCC room.,,Closed Closed,,2
26646,"3. Sufficient power socket outlet shall be provided in Telephone room, ELV room as per the system requirements. It apperas proposed one number socket in ELV room is not sufficient.",,Closed Closed,,2
26647,1. Proposed concealed conduit to install the power cables needs to be confirmed by structural team.,Noted and confirmed,Closed Closed,Noted,2
26648,2. Indicate the tap off panel in the plan with door opening.,,Closed Closed,,2
26649,1. Control panel is required to be provided for the mechanical equipment. Review with the mechanical Engineer on the controls that are required to be provided in the control panel. Indicate the same in the plan,,Closed Closed,,2
26650,2. Identify the mounting height of cable tray whether low level or high level and sizes apperas to be small. Hence provide substantiation with calculation.,,Closed Closed,,2
26651,3. Location of isolator for lifts shall be near the lift control panel and must be accessible from the door not far away from the equipment.,,Open Closed CLOSED,,2
26652,1. Indicate the earth cable sizes,,Closed Closed,,2
26653,1. Riser cables details and feeder details shall be identified on the drawing. Shaft size shall be sufficient to accommodate all the cables and containment. Dedicated CT riser for essential cables to be shown.,,Closed Closed,,2
26654,2. Door opening of panels to be indicated. Revisit the location of SMDB as there is Busbar Tap off infront.,,Closed Closed,,2
26655,3. Busbar tap off to be reflected in the layout.,,Closed Closed,,2
26656,1.Provide rear access for the EMDB,,Closed Closed,,2
26657,2.Review the requirement of additional door considering the size of the room.,,Closed Closed,,2
26658,"1. Proposed generator room door size is not shown,to be coordiated with Arch.drawing .Review the space planning for Generator room # 2 for the basement services.",,Closed Closed CLOSED,,2
26659,"2. Review the necessity of sound attenuators for the generators, in consultation with the acoustic consultant and the acceptable noise levels within the facility.",,Closed Closed CLOSED,,2
26660,1. DB & 12U cabinet typical installation details to be provided as these panels are shown inside bedrooms which is subject to authority approval. Required cabinets to cover the DB / 12U to be shown.,,Closed Closed,,2
26661,2. In laundry room washing machinhe DP switch shall be located near the entrance of the laundry.,,Closed Closed,,2
26662,"3. In most of the studio apartments, sockets are positioned adjacnet to wet area / kitchen tap, which is not inline with DEWA regulation. Review the same.",,Closed Closed,,2
26663,"4. In 1BR apartmenst type L & I, review the requirements of general purpose sockets in the lobby area",,Closed Closed,,2
26664,"4. In 1BR apartmenst type D, E & F, review the proposed location of emergeny swich for gas detector.",,Closed Closed,,2
26665,1. Cables used in the common public areas and escape routes shall be considered with LSOH type as per design criteria.,,Closed Closed,,2
26666,2. Allow minimum 20% spare load on retail load and 5% on the landlord load.,Noted and provided. Refer to LV schematic diagram and load schedule for details.,Closed Closed,Noted,2
26667,"3. MCCBs shall be plug in / withdrawable type within LV MDB for essential feeds, FLS and retail loads etc as per design criteria.",Noted and provided. Refer to LV schematic diagram for details.,Closed Closed,Noted,2
26668,4. Review the requirement of indicated/separate cable tray for essential + normal power source risers,,Closed Closed,,2
26669,5. Recheck the proposed bus bar riser & its distribution considering one riser can feed upto 12 floors.,,Closed Closed,,2
26670,6. Provide ACB's for the protective devices of 800 Amp. And above (e.g) capacitor bank EMDB - outgoings and EMBD and generator incomers,Noted and provided. Refer to LV schematic diagram for details.,Closed Closed,Noted,2
26671,7. KWh meter is missing for the SMDB retail,Noted and provided. Refer to LV schematic diagram for details.,Closed Closed,Noted,2
26672,8. EMDB shall be form 4 as per design criteria,Noted and provided. Refer to LV schematic diagram for details.,Open Closed CLOSED,Noted,2
26673,9.. Fire elevator shall be directly fed from EMDB,Noted and provided. Refer to LV schematic diagram for details.,Closed Closed,Noted,2
26674,"1. The Fire detection and alarm system general cause and effect matrix submitted is not as per the sequence of operation mentioned UAE FLS Code for stage vise evacuation . Smoke control and manage ment system details, Interface with third party equipment details are missing in the submitted Fire Alarm layouts. All mechanical equipments of smoke management, HVAC, Fire Fighting interface is not detailed in layouts. Provide Fire alarm system, emergency lighting system wiring/looping as per civil defense drawing submission requirements.",,Closed Closed CLOSED,,2
26675,Provide Ceiling void smoke detectors wherever the void ceiling height is more than 800mm.,Refer Dwg.No.-FA-105 & FA-001 for details.,Closed Closed CLOSED,Comply,2
